ride_id,timestamp,pickup_zone,dropoff_zone,passenger_count,reject_reasons
taxi-02798,2026-03-28T19:59:00Z,Zone-19,Zone-06,2,delay:late_record
taxi-02799,2026-03-28T19:48:00Z,Zone-14,Zone-09,3,delay:late_record
taxi-02800,2026-03-28T19:32:00Z,Zone-23,Zone-16,3,delay:late_record
taxi-02801,2026-03-28T19:44:00Z,Zone-02,Zone-22,4,delay:late_record
taxi-02802,2026-03-28T19:59:00Z,Zone-14,Zone-25,2,delay:late_record
taxi-02803,2026-03-28T19:15:00Z,Zone-16,Zone-02,3,delay:late_record
taxi-02804,2026-03-28T19:40:00Z,Zone-23,Zone-22,1,delay:late_record
taxi-02805,2026-03-28T19:44:00Z,Zone-22,Zone-21,2,delay:late_record
taxi-02806,2026-03-28T19:16:00Z,Zone-20,Zone-15,2,delay:late_record
taxi-02807,2026-03-28T19:16:00Z,Zone-08,Zone-21,2,delay:late_record
taxi-02808,2026-03-28T19:00:00Z,Zone-04,Zone-03,4,delay:late_record
taxi-02809,2026-03-28T19:25:00Z,Zone-23,Zone-19,1,delay:late_record
taxi-02810,2026-03-28T19:33:00Z,Zone-07,Zone-15,2,delay:late_record
taxi-02811,2026-03-28T19:53:00Z,Zone-14,Zone-09,3,delay:late_record
taxi-02812,2026-03-28T19:32:00Z,Zone-18,Zone-23,4,delay:late_record
taxi-02813,2026-03-28T19:37:00Z,Zone-10,Zone-25,4,delay:late_record
taxi-02814,2026-03-28T19:48:00Z,Zone-24,Zone-03,1,delay:late_record
taxi-02815,2026-03-28T20:36:00Z,Zone-25,Zone-12,2,delay:late_record
taxi-02816,2026-03-28T20:17:00Z,Zone-24,Zone-07,4,delay:late_record
taxi-02817,2026-03-28T20:44:00Z,Zone-10,Zone-01,2,delay:late_record
taxi-02818,2026-03-28T20:52:00Z,Zone-16,Zone-01,1,delay:late_record
taxi-02819,2026-03-28T20:04:00Z,Zone-25,Zone-23,4,delay:late_record
taxi-02820,2026-03-28T20:33:00Z,Zone-14,Zone-22,3,delay:late_record
taxi-02821,2026-03-28T20:46:00Z,Zone-14,Zone-06,2,delay:late_record
taxi-02822,2026-03-28T20:23:00Z,Zone-06,Zone-24,2,delay:late_record
taxi-02823,2026-03-28T20:12:00Z,Zone-16,Zone-06,1,delay:late_record
taxi-02824,2026-03-28T20:28:00Z,Zone-19,Zone-07,2,delay:late_record
taxi-02825,2026-03-28T20:12:00Z,Zone-02,Zone-25,2,delay:late_record
taxi-02826,2026-03-28T20:51:00Z,Zone-25,Zone-07,3,delay:late_record
taxi-02827,2026-03-28T20:57:00Z,Zone-14,Zone-16,1,delay:late_record
taxi-02828,2026-03-28T20:55:00Z,Zone-21,Zone-06,1,delay:late_record
taxi-02829,2026-03-28T20:18:00Z,Zone-03,Zone-14,1,delay:late_record
taxi-02830,2026-03-28T20:17:00Z,Zone-03,Zone-12,1,delay:late_record
taxi-02831,2026-03-28T20:37:00Z,Zone-08,Zone-17,4,delay:late_record
taxi-02832,2026-03-28T20:43:00Z,Zone-25,Zone-04,1,delay:late_record
taxi-02833,2026-03-28T20:03:00Z,Zone-09,Zone-01,1,delay:late_record
taxi-02834,2026-03-28T20:06:00Z,Zone-07,Zone-18,1,delay:late_record
taxi-02835,2026-03-28T20:24:00Z,Zone-20,Zone-17,3,delay:late_record
taxi-02836,2026-03-28T20:59:00Z,Zone-16,Zone-17,3,delay:late_record
taxi-02837,2026-03-28T20:38:00Z,Zone-14,Zone-11,3,delay:late_record
taxi-02838,2026-03-28T20:43:00Z,Zone-11,Zone-12,2,delay:late_record
taxi-02839,2026-03-28T20:23:00Z,Zone-22,Zone-13,4,delay:late_record
taxi-02840,2026-03-28T20:39:00Z,Zone-02,Zone-13,3,delay:late_record
taxi-02841,2026-03-28T20:51:00Z,Zone-04,Zone-01,4,delay:late_record
taxi-02842,2026-03-28T20:55:00Z,Zone-23,Zone-13,2,delay:late_record
taxi-02843,2026-03-28T20:01:00Z,Zone-20,Zone-04,3,delay:late_record
taxi-02844,2026-03-28T20:44:00Z,Zone-25,Zone-08,3,delay:late_record
taxi-02845,2026-03-28T20:28:00Z,Zone-20,Zone-23,4,delay:late_record
taxi-02846,2026-03-28T20:32:00Z,Zone-14,Zone-23,2,delay:late_record
taxi-02847,2026-03-28T20:00:00Z,Zone-21,Zone-11,1,delay:late_record
taxi-02848,2026-03-28T20:40:00Z,Zone-12,Zone-02,3,delay:late_record
taxi-02849,2026-03-28T20:43:00Z,Zone-15,Zone-08,4,delay:late_record
taxi-02850,2026-03-28T20:25:00Z,Zone-24,Zone-20,1,delay:late_record
taxi-02851,2026-03-28T20:22:00Z,Zone-14,Zone-17,1,delay:late_record
taxi-02852,2026-03-28T20:46:00Z,Zone-13,Zone-10,2,delay:late_record
taxi-02853,2026-03-28T20:45:00Z,Zone-05,Zone-18,1,delay:late_record
taxi-02854,2026-03-28T20:08:00Z,Zone-16,Zone-03,3,delay:late_record
taxi-02855,2026-03-28T21:43:00Z,Zone-18,Zone-15,2,delay:late_record
taxi-02856,2026-03-28T21:57:00Z,Zone-15,Zone-04,4,delay:late_record
taxi-02857,2026-03-28T21:42:00Z,Zone-18,Zone-08,2,delay:late_record
taxi-02858,2026-03-28T21:13:00Z,Zone-06,Zone-23,1,delay:late_record
taxi-02859,2026-03-28T21:06:00Z,Zone-14,Zone-24,1,delay:late_record
taxi-02860,2026-03-28T21:10:00Z,Zone-11,Zone-14,3,delay:late_record
taxi-02861,2026-03-28T21:14:00Z,Zone-24,Zone-09,4,delay:late_record
taxi-02862,2026-03-28T21:57:00Z,Zone-22,Zone-04,2,delay:late_record
taxi-02863,2026-03-28T21:59:00Z,Zone-18,Zone-22,4,delay:late_record
taxi-02864,2026-03-28T21:05:00Z,Zone-23,Zone-11,2,delay:late_record
taxi-02865,2026-03-28T21:59:00Z,Zone-19,Zone-21,1,delay:late_record
taxi-02866,2026-03-28T21:41:00Z,Zone-11,Zone-14,4,delay:late_record
taxi-02867,2026-03-28T21:41:00Z,Zone-21,Zone-18,4,delay:late_record
taxi-02868,2026-03-28T21:51:00Z,Zone-08,Zone-09,3,delay:late_record
taxi-02869,2026-03-28T21:07:00Z,Zone-10,Zone-03,1,delay:late_record
taxi-02870,2026-03-28T21:05:00Z,Zone-11,Zone-25,2,delay:late_record
taxi-02871,2026-03-28T21:47:00Z,Zone-04,Zone-20,3,delay:late_record
taxi-02872,2026-03-28T21:08:00Z,Zone-11,Zone-14,1,delay:late_record
taxi-02873,2026-03-28T21:19:00Z,Zone-02,Zone-20,2,delay:late_record
taxi-02874,2026-03-28T21:54:00Z,Zone-13,Zone-15,3,delay:late_record
taxi-02875,2026-03-28T21:49:00Z,Zone-12,Zone-23,2,delay:late_record
taxi-02876,2026-03-28T21:33:00Z,Zone-22,Zone-20,2,delay:late_record
taxi-02877,2026-03-28T21:06:00Z,Zone-13,Zone-01,4,delay:late_record
taxi-02878,2026-03-28T21:20:00Z,Zone-05,Zone-11,2,delay:late_record
taxi-02879,2026-03-28T21:31:00Z,Zone-22,Zone-15,2,delay:late_record
taxi-02880,2026-03-28T21:38:00Z,Zone-10,Zone-05,1,delay:late_record
taxi-02881,2026-03-28T21:38:00Z,Zone-11,Zone-10,1,delay:late_record
taxi-02882,2026-03-28T21:17:00Z,Zone-23,Zone-19,4,delay:late_record
taxi-02883,2026-03-28T21:40:00Z,Zone-07,Zone-17,3,delay:late_record
taxi-02884,2026-03-28T21:45:00Z,Zone-13,Zone-02,3,delay:late_record
taxi-02885,2026-03-28T21:09:00Z,Zone-23,Zone-07,2,delay:late_record
taxi-02886,2026-03-28T21:44:00Z,Zone-24,Zone-02,2,delay:late_record
taxi-02887,2026-03-28T21:54:00Z,Zone-16,Zone-25,4,delay:late_record
taxi-02888,2026-03-28T21:19:00Z,Zone-22,Zone-06,1,delay:late_record
taxi-02889,2026-03-28T21:35:00Z,Zone-13,Zone-11,4,delay:late_record
taxi-02890,2026-03-28T21:43:00Z,Zone-16,Zone-12,4,delay:late_record
taxi-02891,2026-03-28T21:25:00Z,Zone-03,Zone-18,3,delay:late_record
taxi-02892,2026-03-28T21:18:00Z,Zone-23,Zone-07,4,delay:late_record
taxi-02893,2026-03-28T21:06:00Z,Zone-05,Zone-12,1,delay:late_record
taxi-02894,2026-03-28T21:54:00Z,Zone-23,Zone-10,4,delay:late_record
taxi-02895,2026-03-28T21:41:00Z,Zone-06,Zone-20,2,delay:late_record
taxi-02896,2026-03-28T21:28:00Z,Zone-23,Zone-16,3,delay:late_record
taxi-02897,2026-03-28T21:57:00Z,Zone-05,Zone-08,2,delay:late_record
taxi-02898,2026-03-28T21:51:00Z,Zone-24,Zone-07,1,delay:late_record
taxi-02899,2026-03-28T21:23:00Z,Zone-24,Zone-19,1,delay:late_record
taxi-02900,2026-03-28T21:43:00Z,Zone-05,Zone-14,4,delay:late_record
taxi-02901,2026-03-28T22:53:00Z,Zone-06,Zone-02,1,delay:late_record
taxi-02902,2026-03-28T22:22:00Z,Zone-16,Zone-06,1,delay:late_record
taxi-02903,2026-03-28T22:07:00Z,Zone-17,Zone-22,3,delay:late_record
taxi-02904,2026-03-28T22:37:00Z,Zone-14,Zone-05,4,delay:late_record
taxi-02905,2026-03-28T22:15:00Z,Zone-02,Zone-05,2,delay:late_record
taxi-02906,2026-03-28T22:25:00Z,Zone-16,Zone-10,2,delay:late_record
taxi-02907,2026-03-28T22:41:00Z,Zone-24,Zone-13,1,delay:late_record
taxi-02908,2026-03-28T22:49:00Z,Zone-15,Zone-22,4,delay:late_record
taxi-02909,2026-03-28T22:17:00Z,Zone-21,Zone-22,4,delay:late_record
taxi-02910,2026-03-28T22:23:00Z,Zone-01,Zone-05,1,delay:late_record
taxi-02911,2026-03-28T22:05:00Z,Zone-04,Zone-17,2,delay:late_record
taxi-02912,2026-03-28T22:01:00Z,Zone-19,Zone-20,4,delay:late_record
taxi-02913,2026-03-28T22:17:00Z,Zone-23,Zone-25,1,delay:late_record
taxi-02914,2026-03-28T22:50:00Z,Zone-19,Zone-06,4,delay:late_record
taxi-02915,2026-03-28T22:30:00Z,Zone-21,Zone-24,4,delay:late_record
taxi-02916,2026-03-28T22:19:00Z,Zone-19,Zone-05,1,delay:late_record
taxi-02917,2026-03-28T22:20:00Z,Zone-03,Zone-24,2,delay:late_record
taxi-02918,2026-03-28T22:25:00Z,Zone-23,Zone-01,4,delay:late_record
taxi-02919,2026-03-28T22:35:00Z,Zone-18,Zone-17,4,delay:late_record
taxi-02920,2026-03-28T22:04:00Z,Zone-17,Zone-20,1,delay:late_record
taxi-02921,2026-03-28T22:48:00Z,Zone-25,Zone-07,1,delay:late_record
taxi-02922,2026-03-28T22:11:00Z,Zone-20,Zone-24,2,delay:late_record
taxi-02923,2026-03-28T22:00:00Z,Zone-18,Zone-15,3,delay:late_record
taxi-02924,2026-03-28T22:07:00Z,Zone-02,Zone-06,2,delay:late_record
taxi-02925,2026-03-28T22:41:00Z,Zone-06,Zone-03,3,delay:late_record
taxi-02926,2026-03-28T22:54:00Z,Zone-25,Zone-02,1,delay:late_record
taxi-02927,2026-03-28T22:07:00Z,Zone-17,Zone-10,3,delay:late_record
taxi-02928,2026-03-28T22:34:00Z,Zone-06,Zone-15,1,delay:late_record
taxi-02929,2026-03-28T22:15:00Z,Zone-10,Zone-02,3,delay:late_record
taxi-02930,2026-03-28T22:42:00Z,Zone-18,Zone-15,2,delay:late_record
taxi-02931,2026-03-28T22:36:00Z,Zone-16,Zone-24,3,delay:late_record
taxi-02932,2026-03-28T22:33:00Z,Zone-12,Zone-21,2,delay:late_record
taxi-02933,2026-03-28T22:44:00Z,Zone-04,Zone-23,1,delay:late_record
taxi-02934,2026-03-28T22:15:00Z,Zone-02,Zone-08,2,delay:late_record
taxi-02935,2026-03-28T22:19:00Z,Zone-07,Zone-05,2,delay:late_record
taxi-02936,2026-03-28T22:37:00Z,Zone-12,Zone-09,2,delay:late_record
taxi-02937,2026-03-28T22:46:00Z,Zone-20,Zone-14,1,delay:late_record
taxi-02938,2026-03-28T22:35:00Z,Zone-09,Zone-10,4,delay:late_record
taxi-02939,2026-03-28T22:41:00Z,Zone-06,Zone-14,4,delay:late_record
taxi-02940,2026-03-28T22:05:00Z,Zone-09,Zone-23,4,delay:late_record
taxi-02941,2026-03-28T22:44:00Z,Zone-05,Zone-19,2,delay:late_record
taxi-02942,2026-03-28T23:40:00Z,Zone-24,Zone-09,2,delay:late_record
taxi-02943,2026-03-28T23:45:00Z,Zone-12,Zone-20,2,delay:late_record
taxi-02944,2026-03-28T23:26:00Z,Zone-05,Zone-12,4,delay:late_record
taxi-02945,2026-03-28T23:24:00Z,Zone-01,Zone-21,2,delay:late_record
taxi-02946,2026-03-28T23:04:00Z,Zone-09,Zone-04,1,delay:late_record
taxi-02947,2026-03-28T23:43:00Z,Zone-18,Zone-14,1,delay:late_record
taxi-02948,2026-03-28T23:21:00Z,Zone-21,Zone-03,3,delay:late_record
taxi-02949,2026-03-28T23:58:00Z,Zone-11,Zone-09,2,delay:late_record
taxi-02950,2026-03-28T23:55:00Z,Zone-08,Zone-10,1,delay:late_record
taxi-02951,2026-03-28T23:06:00Z,Zone-13,Zone-08,4,delay:late_record
taxi-02952,2026-03-28T23:06:00Z,Zone-04,Zone-07,3,delay:late_record
taxi-02953,2026-03-28T23:37:00Z,Zone-16,Zone-04,3,delay:late_record
taxi-02954,2026-03-28T23:44:00Z,Zone-19,Zone-10,3,delay:late_record
taxi-02955,2026-03-28T23:38:00Z,Zone-04,Zone-02,2,delay:late_record
taxi-02956,2026-03-28T23:20:00Z,Zone-25,Zone-13,2,delay:late_record
taxi-02957,2026-03-28T23:22:00Z,Zone-24,Zone-22,4,delay:late_record
taxi-02958,2026-03-28T23:30:00Z,Zone-19,Zone-05,3,delay:late_record
taxi-02959,2026-03-28T23:00:00Z,Zone-22,Zone-17,2,delay:late_record
taxi-02960,2026-03-28T23:42:00Z,Zone-05,Zone-06,4,delay:late_record
taxi-02961,2026-03-28T23:36:00Z,Zone-24,Zone-09,1,delay:late_record
taxi-02962,2026-03-28T23:58:00Z,Zone-24,Zone-21,3,delay:late_record
taxi-02963,2026-03-28T23:45:00Z,Zone-25,Zone-08,4,delay:late_record
taxi-02964,2026-03-29T00:29:00Z,Zone-06,Zone-16,3,delay:late_record
taxi-02965,2026-03-29T00:51:00Z,Zone-15,Zone-18,3,delay:late_record
taxi-02966,2026-03-29T00:17:00Z,Zone-14,Zone-18,2,delay:late_record
taxi-02967,2026-03-29T00:19:00Z,Zone-21,Zone-03,3,delay:late_record
taxi-02968,2026-03-29T00:26:00Z,Zone-25,Zone-11,1,delay:late_record
taxi-02969,2026-03-29T00:40:00Z,Zone-03,Zone-04,2,delay:late_record
taxi-02970,2026-03-29T00:05:00Z,Zone-06,Zone-20,1,delay:late_record
taxi-02971,2026-03-29T00:05:00Z,Zone-24,Zone-10,4,delay:late_record
taxi-02972,2026-03-29T00:51:00Z,Zone-01,Zone-15,2,delay:late_record
taxi-02973,2026-03-29T00:30:00Z,Zone-16,Zone-18,1,delay:late_record
taxi-02974,2026-03-29T00:25:00Z,Zone-01,Zone-21,2,delay:late_record
taxi-02975,2026-03-29T00:58:00Z,Zone-24,Zone-01,4,delay:late_record
taxi-02976,2026-03-29T00:44:00Z,Zone-18,Zone-25,3,delay:late_record
taxi-02977,2026-03-29T00:15:00Z,Zone-24,Zone-22,1,delay:late_record
taxi-02978,2026-03-29T00:38:00Z,Zone-15,Zone-06,2,delay:late_record
taxi-02979,2026-03-29T00:11:00Z,Zone-03,Zone-13,2,delay:late_record
taxi-02980,2026-03-29T00:32:00Z,Zone-12,Zone-02,4,delay:late_record
taxi-02981,2026-03-29T00:31:00Z,Zone-13,Zone-06,3,delay:late_record
taxi-02982,2026-03-29T00:07:00Z,Zone-11,Zone-23,2,delay:late_record
taxi-02983,2026-03-29T00:53:00Z,Zone-18,Zone-04,3,delay:late_record
taxi-02984,2026-03-29T00:19:00Z,Zone-16,Zone-10,3,delay:late_record
taxi-02985,2026-03-29T00:13:00Z,Zone-01,Zone-25,4,delay:late_record
taxi-02986,2026-03-29T00:13:00Z,Zone-10,Zone-22,1,delay:late_record
taxi-02987,2026-03-29T00:59:00Z,Zone-15,Zone-21,4,delay:late_record
taxi-02988,2026-03-29T00:03:00Z,Zone-12,Zone-01,4,delay:late_record
taxi-02989,2026-03-29T00:21:00Z,Zone-10,Zone-13,1,delay:late_record
taxi-02990,2026-03-29T00:00:00Z,Zone-12,Zone-25,2,delay:late_record
taxi-02991,2026-03-29T00:25:00Z,Zone-12,Zone-01,1,delay:late_record
taxi-02992,2026-03-29T00:27:00Z,Zone-16,Zone-07,1,delay:late_record
taxi-02993,2026-03-29T00:33:00Z,Zone-17,Zone-05,4,delay:late_record
taxi-02994,2026-03-29T00:07:00Z,Zone-16,Zone-01,2,delay:late_record
taxi-02995,2026-03-29T00:49:00Z,Zone-22,Zone-09,2,delay:late_record
taxi-02996,2026-03-29T00:30:00Z,Zone-13,Zone-12,3,delay:late_record
taxi-02997,2026-03-29T00:23:00Z,Zone-14,Zone-06,3,delay:late_record
taxi-02998,2026-03-29T00:06:00Z,Zone-15,Zone-23,4,delay:late_record
taxi-02999,2026-03-29T00:10:00Z,Zone-05,Zone-13,4,delay:late_record
taxi-03000,2026-03-29T00:00:00Z,Zone-12,Zone-24,2,delay:late_record
taxi-03001,2026-03-29T00:07:00Z,Zone-07,Zone-11,1,delay:late_record
taxi-03002,2026-03-29T00:08:00Z,Zone-13,Zone-15,3,delay:late_record
taxi-03003,2026-03-29T00:57:00Z,Zone-02,Zone-07,2,delay:late_record
taxi-03004,2026-03-29T00:30:00Z,Zone-22,Zone-09,1,delay:late_record
taxi-03005,2026-03-29T00:26:00Z,Zone-16,Zone-19,4,delay:late_record
taxi-03006,2026-03-29T01:43:00Z,Zone-23,Zone-05,3,delay:late_record
taxi-03007,2026-03-29T01:48:00Z,Zone-25,Zone-13,4,delay:late_record
taxi-03008,2026-03-29T01:08:00Z,Zone-04,Zone-05,1,delay:late_record
taxi-03009,2026-03-29T01:08:00Z,Zone-05,Zone-13,1,delay:late_record
taxi-03010,2026-03-29T01:49:00Z,Zone-22,Zone-08,1,delay:late_record
taxi-03011,2026-03-29T01:43:00Z,Zone-11,Zone-15,1,delay:late_record
taxi-03012,2026-03-29T01:27:00Z,Zone-16,Zone-10,3,delay:late_record
taxi-03013,2026-03-29T01:31:00Z,Zone-03,Zone-15,2,delay:late_record
taxi-03014,2026-03-29T01:39:00Z,Zone-05,Zone-25,2,delay:late_record
taxi-03015,2026-03-29T01:15:00Z,Zone-09,Zone-04,3,delay:late_record
taxi-03016,2026-03-29T01:44:00Z,Zone-08,Zone-23,4,delay:late_record
taxi-03017,2026-03-29T01:12:00Z,Zone-16,Zone-24,1,delay:late_record
taxi-03018,2026-03-29T01:44:00Z,Zone-24,Zone-17,2,delay:late_record
taxi-03019,2026-03-29T01:12:00Z,Zone-19,Zone-22,2,delay:late_record
taxi-03020,2026-03-29T01:14:00Z,Zone-04,Zone-06,4,delay:late_record
taxi-03021,2026-03-29T01:02:00Z,Zone-09,Zone-07,2,delay:late_record
taxi-03022,2026-03-29T01:27:00Z,Zone-01,Zone-21,2,delay:late_record
taxi-03023,2026-03-29T01:05:00Z,Zone-02,Zone-14,4,delay:late_record
taxi-03024,2026-03-29T01:33:00Z,Zone-10,Zone-24,2,delay:late_record
taxi-03025,2026-03-29T01:14:00Z,Zone-11,Zone-15,4,delay:late_record
taxi-03026,2026-03-29T01:03:00Z,Zone-17,Zone-14,1,delay:late_record
taxi-03027,2026-03-29T01:19:00Z,Zone-04,Zone-10,3,delay:late_record
taxi-03028,2026-03-29T01:17:00Z,Zone-12,Zone-24,4,delay:late_record
taxi-03029,2026-03-29T01:15:00Z,Zone-11,Zone-02,2,delay:late_record
taxi-03030,2026-03-29T01:02:00Z,Zone-01,Zone-03,3,delay:late_record
taxi-03031,2026-03-29T01:13:00Z,Zone-10,Zone-17,3,delay:late_record
taxi-03032,2026-03-29T01:58:00Z,Zone-20,Zone-04,4,delay:late_record
taxi-03033,2026-03-29T01:11:00Z,Zone-09,Zone-17,3,delay:late_record
taxi-03034,2026-03-29T01:21:00Z,Zone-10,Zone-04,1,delay:late_record
taxi-03035,2026-03-29T01:42:00Z,Zone-01,Zone-23,2,delay:late_record
taxi-03036,2026-03-29T01:21:00Z,Zone-12,Zone-25,3,delay:late_record
taxi-03037,2026-03-29T01:47:00Z,Zone-25,Zone-19,3,delay:late_record
taxi-03038,2026-03-29T01:15:00Z,Zone-21,Zone-09,2,delay:late_record
taxi-03039,2026-03-29T01:37:00Z,Zone-13,Zone-03,1,delay:late_record
taxi-03040,2026-03-29T01:08:00Z,Zone-21,Zone-25,1,delay:late_record
taxi-03041,2026-03-29T01:02:00Z,Zone-19,Zone-22,2,delay:late_record
taxi-03042,2026-03-29T01:12:00Z,Zone-23,Zone-15,1,delay:late_record
taxi-03043,2026-03-29T01:04:00Z,Zone-18,Zone-21,3,delay:late_record
taxi-03044,2026-03-29T01:19:00Z,Zone-24,Zone-16,2,delay:late_record
taxi-03045,2026-03-29T01:34:00Z,Zone-24,Zone-05,1,delay:late_record
taxi-03046,2026-03-29T01:08:00Z,Zone-07,Zone-15,3,delay:late_record
taxi-03047,2026-03-29T01:57:00Z,Zone-25,Zone-18,3,delay:late_record
taxi-03048,2026-03-29T01:57:00Z,Zone-12,Zone-16,1,delay:late_record
taxi-03049,2026-03-29T01:58:00Z,Zone-14,Zone-03,4,delay:late_record
taxi-03050,2026-03-29T01:26:00Z,Zone-17,Zone-18,1,delay:late_record
taxi-03051,2026-03-29T02:38:00Z,Zone-09,Zone-24,2,delay:late_record
taxi-03052,2026-03-29T02:18:00Z,Zone-02,Zone-20,1,delay:late_record
taxi-03053,2026-03-29T02:50:00Z,Zone-23,Zone-07,4,delay:late_record
taxi-03054,2026-03-29T02:31:00Z,Zone-22,Zone-18,1,delay:late_record
taxi-03055,2026-03-29T02:10:00Z,Zone-15,Zone-18,4,delay:late_record
taxi-03056,2026-03-29T02:35:00Z,Zone-25,Zone-13,4,delay:late_record
taxi-03057,2026-03-29T02:38:00Z,Zone-09,Zone-07,2,delay:late_record
taxi-03058,2026-03-29T02:00:00Z,Zone-06,Zone-20,2,delay:late_record
taxi-03059,2026-03-29T02:37:00Z,Zone-23,Zone-01,4,delay:late_record
taxi-03060,2026-03-29T02:32:00Z,Zone-23,Zone-25,3,delay:late_record
taxi-03061,2026-03-29T02:19:00Z,Zone-08,Zone-11,3,delay:late_record
taxi-03062,2026-03-29T02:35:00Z,Zone-04,Zone-07,2,delay:late_record
taxi-03063,2026-03-29T02:02:00Z,Zone-18,Zone-08,3,delay:late_record
taxi-03064,2026-03-29T02:02:00Z,Zone-21,Zone-05,3,delay:late_record
taxi-03065,2026-03-29T02:59:00Z,Zone-05,Zone-10,1,delay:late_record
taxi-03066,2026-03-29T02:41:00Z,Zone-08,Zone-07,1,delay:late_record
taxi-03067,2026-03-29T02:00:00Z,Zone-21,Zone-12,3,delay:late_record
taxi-03068,2026-03-29T02:20:00Z,Zone-03,Zone-24,3,delay:late_record
taxi-03069,2026-03-29T02:46:00Z,Zone-05,Zone-15,3,delay:late_record
taxi-03070,2026-03-29T02:20:00Z,Zone-02,Zone-22,1,delay:late_record
taxi-03071,2026-03-29T02:52:00Z,Zone-12,Zone-08,3,delay:late_record
taxi-03072,2026-03-29T02:11:00Z,Zone-09,Zone-01,1,delay:late_record
taxi-03073,2026-03-29T02:46:00Z,Zone-24,Zone-23,4,delay:late_record
taxi-03074,2026-03-29T02:41:00Z,Zone-09,Zone-22,2,delay:late_record
taxi-03075,2026-03-29T02:52:00Z,Zone-15,Zone-08,3,delay:late_record
taxi-03076,2026-03-29T03:13:00Z,Zone-19,Zone-22,4,delay:late_record
taxi-03077,2026-03-29T03:09:00Z,Zone-15,Zone-08,4,delay:late_record
taxi-03078,2026-03-29T03:23:00Z,Zone-05,Zone-17,1,delay:late_record
taxi-03079,2026-03-29T03:31:00Z,Zone-06,Zone-16,2,delay:late_record
taxi-03080,2026-03-29T03:52:00Z,Zone-06,Zone-08,4,delay:late_record
taxi-03081,2026-03-29T03:46:00Z,Zone-06,Zone-22,3,delay:late_record
taxi-03082,2026-03-29T03:01:00Z,Zone-10,Zone-06,2,delay:late_record
taxi-03083,2026-03-29T03:52:00Z,Zone-13,Zone-23,2,delay:late_record
taxi-03084,2026-03-29T03:04:00Z,Zone-05,Zone-03,4,delay:late_record
taxi-03085,2026-03-29T03:15:00Z,Zone-15,Zone-22,4,delay:late_record
taxi-03086,2026-03-29T03:06:00Z,Zone-24,Zone-17,2,delay:late_record
taxi-03087,2026-03-29T03:46:00Z,Zone-25,Zone-01,1,delay:late_record
taxi-03088,2026-03-29T03:24:00Z,Zone-13,Zone-01,1,delay:late_record
taxi-03089,2026-03-29T03:52:00Z,Zone-01,Zone-22,1,delay:late_record
taxi-03090,2026-03-29T03:08:00Z,Zone-08,Zone-03,3,delay:late_record
taxi-03091,2026-03-29T03:09:00Z,Zone-21,Zone-20,1,delay:late_record
taxi-03092,2026-03-29T03:50:00Z,Zone-01,Zone-05,3,delay:late_record
taxi-03093,2026-03-29T03:54:00Z,Zone-23,Zone-03,2,delay:late_record
taxi-03094,2026-03-29T03:08:00Z,Zone-16,Zone-20,4,delay:late_record
taxi-03095,2026-03-29T03:52:00Z,Zone-06,Zone-11,3,delay:late_record
taxi-03096,2026-03-29T03:30:00Z,Zone-05,Zone-09,1,delay:late_record
taxi-03097,2026-03-29T03:34:00Z,Zone-23,Zone-09,1,delay:late_record
taxi-03098,2026-03-29T03:01:00Z,Zone-02,Zone-05,3,delay:late_record
taxi-03099,2026-03-29T03:06:00Z,Zone-17,Zone-14,2,delay:late_record
taxi-03100,2026-03-29T03:00:00Z,Zone-08,Zone-01,2,delay:late_record
taxi-03101,2026-03-29T03:27:00Z,Zone-13,Zone-05,3,delay:late_record
taxi-03102,2026-03-29T03:41:00Z,Zone-10,Zone-08,4,delay:late_record
taxi-03103,2026-03-29T03:43:00Z,Zone-23,Zone-04,4,delay:late_record
taxi-03104,2026-03-29T04:07:00Z,Zone-08,Zone-04,3,delay:late_record
taxi-03105,2026-03-29T04:22:00Z,Zone-03,Zone-21,3,delay:late_record
taxi-03106,2026-03-29T04:07:00Z,Zone-12,Zone-03,1,delay:late_record
taxi-03107,2026-03-29T04:38:00Z,Zone-05,Zone-07,4,delay:late_record
taxi-03108,2026-03-29T04:33:00Z,Zone-11,Zone-21,2,delay:late_record
taxi-03109,2026-03-29T04:43:00Z,Zone-14,Zone-05,3,delay:late_record
taxi-03110,2026-03-29T04:39:00Z,Zone-10,Zone-13,1,delay:late_record
taxi-03111,2026-03-29T04:17:00Z,Zone-16,Zone-23,3,delay:late_record
taxi-03112,2026-03-29T04:59:00Z,Zone-09,Zone-24,1,delay:late_record
taxi-03113,2026-03-29T04:50:00Z,Zone-01,Zone-06,2,delay:late_record
taxi-03114,2026-03-29T04:20:00Z,Zone-05,Zone-14,4,delay:late_record
taxi-03115,2026-03-29T04:46:00Z,Zone-16,Zone-03,1,delay:late_record
taxi-03116,2026-03-29T04:36:00Z,Zone-14,Zone-25,3,delay:late_record
taxi-03117,2026-03-29T04:09:00Z,Zone-03,Zone-12,2,delay:late_record
taxi-03118,2026-03-29T04:11:00Z,Zone-25,Zone-13,3,delay:late_record
taxi-03119,2026-03-29T04:20:00Z,Zone-16,Zone-14,4,delay:late_record
taxi-03120,2026-03-29T04:44:00Z,Zone-14,Zone-21,3,delay:late_record
taxi-03121,2026-03-29T04:08:00Z,Zone-21,Zone-08,4,delay:late_record
